source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
8267	Bcell	endothelial	TIMP3	KDR	2.94473648082998e-06	0	TIMP3_KDR				
8268	endothelial	endothelial	TIMP3	KDR	4.45481384222879e-06	0	TIMP3_KDR				
8269	luminal_ar	endothelial	TIMP3	KDR	1.86445332898048e-06	0	TIMP3_KDR				
8270	macrophage	endothelial	TIMP3	KDR	3.71054646058498e-06	0	TIMP3_KDR				
8271	mesenchymal	endothelial	TIMP3	KDR	1.78872725848715e-06	0	TIMP3_KDR				
8272	stroma	endothelial	TIMP3	KDR	5.77008538013797e-06	0	TIMP3_KDR				
8273	Tcell	endothelial	TIMP3	KDR	3.10328127254476e-06	0	TIMP3_KDR				
8274	endothelial	basal_like_1	ANGPTL2	ITGB1	1.14349530350856e-05	0	ANGPTL2_ITGB1				
8275	macrophage	basal_like_1	ANGPTL2	ITGB1	8.20112257625282e-06	0	ANGPTL2_ITGB1				
8276	stroma	basal_like_1	ANGPTL2	ITGB1	1.17016444458212e-05	0	ANGPTL2_ITGB1				
8277	endothelial	basal_like_2	ANGPTL2	ITGB1	8.83331441617634e-06	0	ANGPTL2_ITGB1				
8278	macrophage	basal_like_2	ANGPTL2	ITGB1	6.33522855396473e-06	0	ANGPTL2_ITGB1				
8279	stroma	basal_like_2	ANGPTL2	ITGB1	9.03932972273379e-06	0	ANGPTL2_ITGB1				
8280	endothelial	Bcell	ANGPTL2	ITGB1	1.05484722583451e-05	0	ANGPTL2_ITGB1				
8281	macrophage	Bcell	ANGPTL2	ITGB1	7.56533866203348e-06	0	ANGPTL2_ITGB1				
8282	stroma	Bcell	ANGPTL2	ITGB1	1.07944889661601e-05	0	ANGPTL2_ITGB1				
8283	endothelial	endothelial	ANGPTL2	ITGB1	1.51483717613261e-05	0	ANGPTL2_ITGB1				
8284	macrophage	endothelial	ANGPTL2	ITGB1	1.08643895371791e-05	0	ANGPTL2_ITGB1				
8285	stroma	endothelial	ANGPTL2	ITGB1	1.5501667946359e-05	0	ANGPTL2_ITGB1				
8286	endothelial	luminal_ar	ANGPTL2	ITGB1	1.17089544060675e-05	0	ANGPTL2_ITGB1				
8287	macrophage	luminal_ar	ANGPTL2	ITGB1	8.39763639345877e-06	0	ANGPTL2_ITGB1				
8288	stroma	luminal_ar	ANGPTL2	ITGB1	1.19820361304636e-05	0	ANGPTL2_ITGB1				
8289	endothelial	macrophage	ANGPTL2	ITGB1	1.27588433281807e-05	0	ANGPTL2_ITGB1				
8290	macrophage	macrophage	ANGPTL2	ITGB1	9.15061714035613e-06	0	ANGPTL2_ITGB1				
8291	stroma	macrophage	ANGPTL2	ITGB1	1.30564107345553e-05	0	ANGPTL2_ITGB1				
8292	endothelial	mesenchymal	ANGPTL2	ITGB1	1.10518198703698e-05	0	ANGPTL2_ITGB1				
8293	macrophage	mesenchymal	ANGPTL2	ITGB1	7.92633947412983e-06	0	ANGPTL2_ITGB1				
8294	stroma	mesenchymal	ANGPTL2	ITGB1	1.13095757683598e-05	0	ANGPTL2_ITGB1				
8295	endothelial	stroma	ANGPTL2	ITGB1	1.4385972961772e-05	0	ANGPTL2_ITGB1				
8296	macrophage	stroma	ANGPTL2	ITGB1	1.03175960355158e-05	0	ANGPTL2_ITGB1				
8297	stroma	stroma	ANGPTL2	ITGB1	1.4721488448901e-05	0	ANGPTL2_ITGB1				
8298	endothelial	Tcell	ANGPTL2	ITGB1	1.13708388363321e-05	0	ANGPTL2_ITGB1				
8299	macrophage	Tcell	ANGPTL2	ITGB1	8.15513986936252e-06	0	ANGPTL2_ITGB1				
8300	stroma	Tcell	ANGPTL2	ITGB1	1.16360349626448e-05	0	ANGPTL2_ITGB1				
8301	basal_like_1	macrophage	CCL2	CCR1	5.28653867858212e-07	0	CCL2_CCR1				
8302	basal_like_2	macrophage	CCL2	CCR1	3.43686013306716e-07	0	CCL2_CCR1				
8303	Bcell	macrophage	CCL2	CCR1	9.3569470667628e-07	0	CCL2_CCR1				
8304	endothelial	macrophage	CCL2	CCR1	1.03207425678921e-06	0	CCL2_CCR1				
8305	luminal_ar	macrophage	CCL2	CCR1	4.68637504026121e-07	0	CCL2_CCR1				
8306	macrophage	macrophage	CCL2	CCR1	2.05717779601522e-06	0	CCL2_CCR1				
8307	mesenchymal	macrophage	CCL2	CCR1	7.44578127343309e-07	0	CCL2_CCR1				
8308	stroma	macrophage	CCL2	CCR1	1.02327289140789e-06	0	CCL2_CCR1				
8309	Tcell	macrophage	CCL2	CCR1	2.03445586301129e-06	0	CCL2_CCR1				
8310	Bcell	basal_like_1	ITGB2	THY1	2.54607469714883e-05	0.04	ITGB2_THY1				
8311	macrophage	basal_like_1	ITGB2	THY1	4.86722302024897e-05	0	ITGB2_THY1				
8312	Tcell	basal_like_1	ITGB2	THY1	4.764279940937e-05	0	ITGB2_THY1				
8313	Bcell	basal_like_2	ITGB2	THY1	3.40916500978624e-05	0	ITGB2_THY1				
8314	endothelial	basal_like_2	ITGB2	THY1	2.92687747426644e-05	0	ITGB2_THY1				
8315	macrophage	basal_like_2	ITGB2	THY1	6.51710488682927e-05	0	ITGB2_THY1				
8316	stroma	basal_like_2	ITGB2	THY1	2.74282108048415e-05	0	ITGB2_THY1				
8317	Tcell	basal_like_2	ITGB2	THY1	6.37926858733549e-05	0	ITGB2_THY1				
8318	basal_like_1	Bcell	ITGB2	THY1	3.17532593161793e-05	0	ITGB2_THY1				
8319	Bcell	Bcell	ITGB2	THY1	6.84910718881374e-05	0	ITGB2_THY1				
8320	endothelial	Bcell	ITGB2	THY1	5.88020675168578e-05	0	ITGB2_THY1				
8321	macrophage	Bcell	ITGB2	THY1	0.00013092634121199	0	ITGB2_THY1				
8322	stroma	Bcell	ITGB2	THY1	5.51044077943658e-05	0	ITGB2_THY1				
8323	Tcell	Bcell	ITGB2	THY1	0.000128157436757331	0	ITGB2_THY1				
8324	basal_like_1	endothelial	ITGB2	THY1	4.91500430896994e-05	0	ITGB2_THY1				
8325	basal_like_2	endothelial	ITGB2	THY1	3.61922510226787e-05	0	ITGB2_THY1				
8326	Bcell	endothelial	ITGB2	THY1	0.000106013412469626	0	ITGB2_THY1				
8327	endothelial	endothelial	ITGB2	THY1	9.1016839971882e-05	0	ITGB2_THY1				
8328	luminal_ar	endothelial	ITGB2	THY1	3.6523881780841e-05	0	ITGB2_THY1				
8329	macrophage	endothelial	ITGB2	THY1	0.00020264646260456	0	ITGB2_THY1				
8330	mesenchymal	endothelial	ITGB2	THY1	3.41207693216629e-05	0	ITGB2_THY1				
8331	stroma	endothelial	ITGB2	THY1	8.52935864072157e-05	0	ITGB2_THY1				
8332	Tcell	endothelial	ITGB2	THY1	0.000198361081290849	0	ITGB2_THY1				
8333	macrophage	luminal_ar	ITGB2	THY1	3.63010159396675e-05	0	ITGB2_THY1				
8334	Tcell	luminal_ar	ITGB2	THY1	3.55332303661887e-05	0	ITGB2_THY1				
8335	basal_like_1	macrophage	ITGB2	THY1	2.98152342861133e-05	0	ITGB2_THY1				
8336	Bcell	macrophage	ITGB2	THY1	6.43109393440587e-05	0	ITGB2_THY1				
8337	endothelial	macrophage	ITGB2	THY1	5.52132395766239e-05	0	ITGB2_THY1				
8338	macrophage	macrophage	ITGB2	THY1	0.000122936141063675	0	ITGB2_THY1				
8339	stroma	macrophage	ITGB2	THY1	5.17412450122722e-05	0	ITGB2_THY1				
8340	Tcell	macrophage	ITGB2	THY1	0.000120336197552251	0	ITGB2_THY1				
8341	macrophage	mesenchymal	ITGB2	THY1	4.78293582911373e-05	0	ITGB2_THY1				
8342	Tcell	mesenchymal	ITGB2	THY1	4.68177536315618e-05	0	ITGB2_THY1				
8343	basal_like_1	stroma	ITGB2	THY1	4.75908875916534e-05	0	ITGB2_THY1				
8344	basal_like_2	stroma	ITGB2	THY1	3.50441328998816e-05	0	ITGB2_THY1				
8345	Bcell	stroma	ITGB2	THY1	0.000102650601713043	0	ITGB2_THY1				
8346	endothelial	stroma	ITGB2	THY1	8.81296878062759e-05	0	ITGB2_THY1				
8347	luminal_ar	stroma	ITGB2	THY1	3.53652437868859e-05	0	ITGB2_THY1				
8348	macrophage	stroma	ITGB2	THY1	0.000196218993489711	0	ITGB2_THY1				
8349	mesenchymal	stroma	ITGB2	THY1	3.30383621462816e-05	0	ITGB2_THY1				
8350	stroma	stroma	ITGB2	THY1	8.25879670121254e-05	0	ITGB2_THY1				
8351	Tcell	stroma	ITGB2	THY1	0.000192069508279097	0	ITGB2_THY1				
8352	basal_like_1	Tcell	ITGB2	THY1	3.02797843515637e-05	0	ITGB2_THY1				
8353	Bcell	Tcell	ITGB2	THY1	6.53129306121812e-05	0	ITGB2_THY1				
8354	endothelial	Tcell	ITGB2	THY1	5.60734928351412e-05	0	ITGB2_THY1				
8355	macrophage	Tcell	ITGB2	THY1	0.000124851423388148	0	ITGB2_THY1				
8356	stroma	Tcell	ITGB2	THY1	5.25474054897199e-05	0	ITGB2_THY1				
8357	Tcell	Tcell	ITGB2	THY1	0.00012221097903483	0	ITGB2_THY1				
8358	Bcell	basal_like_1	LILRB4	LAIR1	6.41850815710023e-07	0	LILRB4_LAIR1				
8359	macrophage	basal_like_1	LILRB4	LAIR1	2.06150272904527e-06	0	LILRB4_LAIR1				
8360	Tcell	basal_like_1	LILRB4	LAIR1	8.5258321799132e-07	0	LILRB4_LAIR1				
8361	basal_like_1	Bcell	LILRB4	LAIR1	7.60516250272715e-07	0.01	LILRB4_LAIR1				
8362	Bcell	Bcell	LILRB4	LAIR1	1.27606356203528e-06	0	LILRB4_LAIR1				
8363	luminal_ar	Bcell	LILRB4	LAIR1	6.00283619379476e-07	0.04	LILRB4_LAIR1				
8364	macrophage	Bcell	LILRB4	LAIR1	4.09846768295641e-06	0	LILRB4_LAIR1				
8365	stroma	Bcell	LILRB4	LAIR1	7.91920058805594e-07	0.01	LILRB4_LAIR1				
8366	Tcell	Bcell	LILRB4	LAIR1	1.69502028339684e-06	0	LILRB4_LAIR1				
8367	basal_like_1	endothelial	LILRB4	LAIR1	8.27715369781199e-07	0.04	LILRB4_LAIR1				
8368	Bcell	endothelial	LILRB4	LAIR1	1.38881631341994e-06	0.01	LILRB4_LAIR1				
8369	macrophage	endothelial	LILRB4	LAIR1	4.4606064524858e-06	0	LILRB4_LAIR1				
8370	stroma	endothelial	LILRB4	LAIR1	8.61894012465225e-07	0.02	LILRB4_LAIR1				
8371	Tcell	endothelial	LILRB4	LAIR1	1.84479190853095e-06	0	LILRB4_LAIR1				
8372	Bcell	luminal_ar	LILRB4	LAIR1	6.12165305497563e-07	0.04	LILRB4_LAIR1				
8373	macrophage	luminal_ar	LILRB4	LAIR1	1.96615864603069e-06	0	LILRB4_LAIR1				
8374	Tcell	luminal_ar	LILRB4	LAIR1	8.13151371652039e-07	0	LILRB4_LAIR1				
8375	basal_like_1	macrophage	LILRB4	LAIR1	2.31572895721578e-06	0	LILRB4_LAIR1				
8376	Bcell	macrophage	LILRB4	LAIR1	3.88553725896412e-06	0	LILRB4_LAIR1				
8377	luminal_ar	macrophage	LILRB4	LAIR1	1.82783025994367e-06	0	LILRB4_LAIR1				
8378	macrophage	macrophage	LILRB4	LAIR1	1.24795170467537e-05	0	LILRB4_LAIR1				
8379	stroma	macrophage	LILRB4	LAIR1	2.41135162272862e-06	0	LILRB4_LAIR1				
8380	Tcell	macrophage	LILRB4	LAIR1	5.16123100700174e-06	0	LILRB4_LAIR1				
8381	basal_like_1	stroma	LILRB4	LAIR1	6.31206794348264e-07	0	LILRB4_LAIR1				
8382	Bcell	stroma	LILRB4	LAIR1	1.05909645019808e-06	0	LILRB4_LAIR1				
8383	macrophage	stroma	LILRB4	LAIR1	3.40161320051498e-06	0	LILRB4_LAIR1				
8384	stroma	stroma	LILRB4	LAIR1	6.57271063160813e-07	0	LILRB4_LAIR1				
8385	Tcell	stroma	LILRB4	LAIR1	1.40681870907419e-06	0	LILRB4_LAIR1				
8386	basal_like_1	Tcell	LILRB4	LAIR1	7.94177810622334e-07	0	LILRB4_LAIR1				
8387	Bcell	Tcell	LILRB4	LAIR1	1.33254396920981e-06	0	LILRB4_LAIR1				
8388	luminal_ar	Tcell	LILRB4	LAIR1	6.2685305383197e-07	0.03	LILRB4_LAIR1				
8389	macrophage	Tcell	LILRB4	LAIR1	4.27987121813641e-06	0	LILRB4_LAIR1				
8390	stroma	Tcell	LILRB4	LAIR1	8.26971596452299e-07	0	LILRB4_LAIR1				
8391	Tcell	Tcell	LILRB4	LAIR1	1.77004428434731e-06	0	LILRB4_LAIR1				
8392	basal_like_1	basal_like_1	CLEC11A	ITGB1	1.94424621479964e-05	0	CLEC11A_ITGB1				
8393	stroma	basal_like_1	CLEC11A	ITGB1	2.86647809274347e-05	0	CLEC11A_ITGB1				
8394	basal_like_1	basal_like_2	CLEC11A	ITGB1	1.50190117563426e-05	0	CLEC11A_ITGB1				
8395	stroma	basal_like_2	CLEC11A	ITGB1	2.21431617971594e-05	0.01	CLEC11A_ITGB1				
8396	basal_like_1	Bcell	CLEC11A	ITGB1	1.79352201349201e-05	0	CLEC11A_ITGB1				
8397	stroma	Bcell	CLEC11A	ITGB1	2.64426140941364e-05	0	CLEC11A_ITGB1				
8398	basal_like_1	endothelial	CLEC11A	ITGB1	2.57561948697507e-05	0	CLEC11A_ITGB1				
8399	Bcell	endothelial	CLEC11A	ITGB1	3.06559754335133e-05	0.01	CLEC11A_ITGB1				
8400	endothelial	endothelial	CLEC11A	ITGB1	2.76163185252114e-05	0.02	CLEC11A_ITGB1				
8401	luminal_ar	endothelial	CLEC11A	ITGB1	2.67971793339746e-05	0	CLEC11A_ITGB1				
8402	stroma	endothelial	CLEC11A	ITGB1	3.79732498242606e-05	0	CLEC11A_ITGB1				
8403	basal_like_1	luminal_ar	CLEC11A	ITGB1	1.9908333550067e-05	0	CLEC11A_ITGB1				
8404	stroma	luminal_ar	CLEC11A	ITGB1	2.93516268356252e-05	0	CLEC11A_ITGB1				
8405	basal_like_1	macrophage	CLEC11A	ITGB1	2.16934077230942e-05	0	CLEC11A_ITGB1				
8406	luminal_ar	macrophage	CLEC11A	ITGB1	2.257019080338e-05	0.02	CLEC11A_ITGB1				
8407	stroma	macrophage	CLEC11A	ITGB1	3.19834037100956e-05	0	CLEC11A_ITGB1				
8408	basal_like_1	mesenchymal	CLEC11A	ITGB1	1.87910388864149e-05	0	CLEC11A_ITGB1				
8409	stroma	mesenchymal	CLEC11A	ITGB1	2.77043707437242e-05	0	CLEC11A_ITGB1				
8410	basal_like_1	stroma	CLEC11A	ITGB1	2.4459930522722e-05	0	CLEC11A_ITGB1				
8411	Bcell	stroma	CLEC11A	ITGB1	2.91131208595106e-05	0.04	CLEC11A_ITGB1				
8412	endothelial	stroma	CLEC11A	ITGB1	2.62264398555431e-05	0.02	CLEC11A_ITGB1				
8413	luminal_ar	stroma	CLEC11A	ITGB1	2.54485253885323e-05	0.01	CLEC11A_ITGB1				
8414	stroma	stroma	CLEC11A	ITGB1	3.60621445921842e-05	0	CLEC11A_ITGB1				
8415	basal_like_1	Tcell	CLEC11A	ITGB1	1.93334518221316e-05	0	CLEC11A_ITGB1				
8416	stroma	Tcell	CLEC11A	ITGB1	2.85040642224481e-05	0	CLEC11A_ITGB1				
8417	basal_like_1	stroma	COL1A2	ITGA11	1.00882988030781e-05	0	COL1A2_ITGA11				
8418	basal_like_2	stroma	COL1A2	ITGA11	1.82263464615467e-05	0	COL1A2_ITGA11				
8419	Bcell	stroma	COL1A2	ITGA11	2.12655833582431e-05	0	COL1A2_ITGA11				
8420	endothelial	stroma	COL1A2	ITGA11	2.16701491838263e-05	0	COL1A2_ITGA11				
8421	luminal_ar	stroma	COL1A2	ITGA11	6.77687897472807e-06	0	COL1A2_ITGA11				
8422	macrophage	stroma	COL1A2	ITGA11	2.19331797389419e-05	0	COL1A2_ITGA11				
8423	mesenchymal	stroma	COL1A2	ITGA11	9.42290247946897e-06	0	COL1A2_ITGA11				
8424	stroma	stroma	COL1A2	ITGA11	4.17766943568736e-05	0	COL1A2_ITGA11				
8425	Tcell	stroma	COL1A2	ITGA11	1.58558299774476e-05	0	COL1A2_ITGA11				
8426	luminal_ar	basal_like_1	SEMA3C	NRP1	1.97639332560279e-06	0	SEMA3C_NRP1				
8427	mesenchymal	basal_like_1	SEMA3C	NRP1	1.66835363004061e-06	0.04	SEMA3C_NRP1				
8428	basal_like_1	Bcell	SEMA3C	NRP1	2.51448730553594e-06	0	SEMA3C_NRP1				
8429	luminal_ar	Bcell	SEMA3C	NRP1	3.97561948081944e-06	0	SEMA3C_NRP1				
8430	mesenchymal	Bcell	SEMA3C	NRP1	3.35598242177734e-06	0	SEMA3C_NRP1				
8431	basal_like_1	endothelial	SEMA3C	NRP1	1.22710384628559e-05	0	SEMA3C_NRP1				
8432	basal_like_2	endothelial	SEMA3C	NRP1	3.08339698011479e-06	0	SEMA3C_NRP1				
8433	Bcell	endothelial	SEMA3C	NRP1	7.18208406769662e-06	0	SEMA3C_NRP1				
8434	endothelial	endothelial	SEMA3C	NRP1	4.82563592899312e-06	0	SEMA3C_NRP1				
8435	luminal_ar	endothelial	SEMA3C	NRP1	1.94014512919493e-05	0	SEMA3C_NRP1				
8436	macrophage	endothelial	SEMA3C	NRP1	6.83444880872769e-06	0	SEMA3C_NRP1				
8437	mesenchymal	endothelial	SEMA3C	NRP1	1.63775950770412e-05	0	SEMA3C_NRP1				
8438	stroma	endothelial	SEMA3C	NRP1	5.71773985592837e-06	0	SEMA3C_NRP1				
8439	Tcell	endothelial	SEMA3C	NRP1	5.14810605246696e-06	0	SEMA3C_NRP1				
8440	luminal_ar	luminal_ar	SEMA3C	NRP1	1.79974971909724e-06	0.03	SEMA3C_NRP1				
8441	basal_like_1	macrophage	SEMA3C	NRP1	3.07927421211711e-06	0	SEMA3C_NRP1				
8442	luminal_ar	macrophage	SEMA3C	NRP1	4.8685942855283e-06	0	SEMA3C_NRP1				
8443	mesenchymal	macrophage	SEMA3C	NRP1	4.10977941773849e-06	0	SEMA3C_NRP1				
8444	luminal_ar	mesenchymal	SEMA3C	NRP1	2.2650031637552e-06	0	SEMA3C_NRP1				
8445	basal_like_1	stroma	SEMA3C	NRP1	2.93149196938841e-06	0	SEMA3C_NRP1				
8446	luminal_ar	stroma	SEMA3C	NRP1	4.63493839544844e-06	0	SEMA3C_NRP1				
8447	mesenchymal	stroma	SEMA3C	NRP1	3.91254078883056e-06	0	SEMA3C_NRP1				
8448	basal_like_1	Tcell	SEMA3C	NRP1	2.21184767520868e-06	0	SEMA3C_NRP1				
8449	luminal_ar	Tcell	SEMA3C	NRP1	3.49712095711262e-06	0	SEMA3C_NRP1				
8450	mesenchymal	Tcell	SEMA3C	NRP1	2.95206209755358e-06	0	SEMA3C_NRP1				
8451	basal_like_1	endothelial	VEGFA	NRP2	2.36086970089107e-06	0	VEGFA_NRP2				
8452	basal_like_2	endothelial	VEGFA	NRP2	1.00848231386109e-06	0.01	VEGFA_NRP2				
8453	Bcell	endothelial	VEGFA	NRP2	9.83219731274924e-07	0.01	VEGFA_NRP2				
8454	endothelial	endothelial	VEGFA	NRP2	1.00265650249726e-06	0.01	VEGFA_NRP2				
8455	luminal_ar	endothelial	VEGFA	NRP2	2.40341972923435e-06	0	VEGFA_NRP2				
8456	macrophage	endothelial	VEGFA	NRP2	1.34329545255575e-06	0	VEGFA_NRP2				
8457	mesenchymal	endothelial	VEGFA	NRP2	3.21583282438871e-06	0	VEGFA_NRP2				
8458	stroma	endothelial	VEGFA	NRP2	8.61115959913645e-07	0.02	VEGFA_NRP2				
8459	Tcell	endothelial	VEGFA	NRP2	7.98492596057667e-07	0.02	VEGFA_NRP2				
8460	basal_like_1	macrophage	VEGFA	NRP2	1.68966488671252e-06	0	VEGFA_NRP2				
8461	basal_like_2	macrophage	VEGFA	NRP2	7.21766431577615e-07	0.01	VEGFA_NRP2				
8462	Bcell	macrophage	VEGFA	NRP2	7.0368610539641e-07	0.01	VEGFA_NRP2				
8463	endothelial	macrophage	VEGFA	NRP2	7.17596922385473e-07	0.01	VEGFA_NRP2				
8464	luminal_ar	macrophage	VEGFA	NRP2	1.72011779053835e-06	0	VEGFA_NRP2				
8465	macrophage	macrophage	VEGFA	NRP2	9.61390838797746e-07	0.01	VEGFA_NRP2				
8466	mesenchymal	macrophage	VEGFA	NRP2	2.30155909223683e-06	0	VEGFA_NRP2				
8467	stroma	macrophage	VEGFA	NRP2	6.16296943415747e-07	0.01	VEGFA_NRP2				
8468	Tcell	macrophage	VEGFA	NRP2	5.71477664376631e-07	0.01	VEGFA_NRP2				
8469	basal_like_1	basal_like_1	COL2A1	ITGB1	4.3725292727786e-05	0	COL2A1_ITGB1				
8470	luminal_ar	basal_like_1	COL2A1	ITGB1	6.03080685582729e-05	0	COL2A1_ITGB1				
8471	luminal_ar	basal_like_2	COL2A1	ITGB1	4.65875157905737e-05	0.01	COL2A1_ITGB1				
8472	luminal_ar	Bcell	COL2A1	ITGB1	5.56329699404702e-05	0	COL2A1_ITGB1				
8473	basal_like_1	endothelial	COL2A1	ITGB1	5.79241595446349e-05	0	COL2A1_ITGB1				
8474	luminal_ar	endothelial	COL2A1	ITGB1	7.98914119331557e-05	0	COL2A1_ITGB1				
8475	basal_like_1	luminal_ar	COL2A1	ITGB1	4.47729921786975e-05	0	COL2A1_ITGB1				
8476	luminal_ar	luminal_ar	COL2A1	ITGB1	6.17530824951017e-05	0	COL2A1_ITGB1				
8477	basal_like_1	macrophage	COL2A1	ITGB1	4.87874390082162e-05	0	COL2A1_ITGB1				
8478	luminal_ar	macrophage	COL2A1	ITGB1	6.72898998286314e-05	0	COL2A1_ITGB1				
8479	basal_like_1	mesenchymal	COL2A1	ITGB1	4.22603031558829e-05	0.01	COL2A1_ITGB1				
8480	luminal_ar	mesenchymal	COL2A1	ITGB1	5.82875154652524e-05	0	COL2A1_ITGB1				
8481	basal_like_1	stroma	COL2A1	ITGB1	5.50090267234509e-05	0	COL2A1_ITGB1				
8482	luminal_ar	stroma	COL2A1	ITGB1	7.58708232870403e-05	0	COL2A1_ITGB1				
8483	basal_like_1	Tcell	COL2A1	ITGB1	4.34801389363117e-05	0	COL2A1_ITGB1				
8484	luminal_ar	Tcell	COL2A1	ITGB1	5.99699459996135e-05	0	COL2A1_ITGB1				
8485	endothelial	macrophage	CCL21	CXCR3	1.07615614395933e-06	0	CCL21_CXCR3				
8486	stroma	macrophage	CCL21	CXCR3	3.47468983120505e-07	0	CCL21_CXCR3				
8487	Tcell	macrophage	CCL21	CXCR3	8.74793253034381e-07	0	CCL21_CXCR3				
8488	endothelial	Tcell	CCL21	CXCR3	2.2383339888399e-06	0	CCL21_CXCR3				
8489	stroma	Tcell	CCL21	CXCR3	7.22713196772087e-07	0	CCL21_CXCR3				
8490	Tcell	Tcell	CCL21	CXCR3	1.81951281723167e-06	0	CCL21_CXCR3				
8491	Bcell	basal_like_1	CCL5	SDC1	8.28856418506281e-05	0	CCL5_SDC1				
8492	endothelial	basal_like_1	CCL5	SDC1	8.44807937495862e-05	0	CCL5_SDC1				
8493	macrophage	basal_like_1	CCL5	SDC1	0.000145042285437132	0	CCL5_SDC1				
8494	stroma	basal_like_1	CCL5	SDC1	6.77077557715195e-05	0	CCL5_SDC1				
8495	Tcell	basal_like_1	CCL5	SDC1	0.000208660846449331	0	CCL5_SDC1				
8496	macrophage	basal_like_2	CCL5	SDC1	9.23042925551275e-05	0	CCL5_SDC1				
8497	Tcell	basal_like_2	CCL5	SDC1	0.000132793945993277	0	CCL5_SDC1				
8498	Bcell	Bcell	CCL5	SDC1	8.02759623860179e-05	0	CCL5_SDC1				
8499	endothelial	Bcell	CCL5	SDC1	8.18208945554115e-05	0	CCL5_SDC1				
8500	macrophage	Bcell	CCL5	SDC1	0.000140475860215238	0	CCL5_SDC1				
8501	stroma	Bcell	CCL5	SDC1	6.5575925293694e-05	0	CCL5_SDC1				
8502	Tcell	Bcell	CCL5	SDC1	0.000202091897049067	0	CCL5_SDC1				
8503	macrophage	endothelial	CCL5	SDC1	8.83289181445367e-05	0	CCL5_SDC1				
8504	Tcell	endothelial	CCL5	SDC1	0.000127074979040616	0	CCL5_SDC1				
8505	macrophage	luminal_ar	CCL5	SDC1	8.59712090344697e-05	0	CCL5_SDC1				
8506	Tcell	luminal_ar	CCL5	SDC1	0.000123683173249908	0	CCL5_SDC1				
8507	Bcell	macrophage	CCL5	SDC1	5.52489112637026e-05	0.04	CCL5_SDC1				
8508	macrophage	macrophage	CCL5	SDC1	9.66825408397994e-05	0	CCL5_SDC1				
8509	Tcell	macrophage	CCL5	SDC1	0.000139092463542643	0	CCL5_SDC1				
8510	Bcell	mesenchymal	CCL5	SDC1	5.62038671530775e-05	0.03	CCL5_SDC1				
8511	endothelial	mesenchymal	CCL5	SDC1	5.72855520115935e-05	0.02	CCL5_SDC1				
8512	macrophage	mesenchymal	CCL5	SDC1	9.83535904200187e-05	0	CCL5_SDC1				
8513	Tcell	mesenchymal	CCL5	SDC1	0.000141496417473774	0	CCL5_SDC1				
8514	Bcell	stroma	CCL5	SDC1	6.02008686156301e-05	0.02	CCL5_SDC1				
8515	endothelial	stroma	CCL5	SDC1	6.13594739936432e-05	0.01	CCL5_SDC1				
8516	macrophage	stroma	CCL5	SDC1	0.000105347801236151	0	CCL5_SDC1				
8517	Tcell	stroma	CCL5	SDC1	0.000151558175586831	0	CCL5_SDC1				
8518	macrophage	Tcell	CCL5	SDC1	7.98723776975727e-05	0	CCL5_SDC1				
8519	Tcell	Tcell	CCL5	SDC1	0.000114909347802554	0	CCL5_SDC1				
8520	basal_like_1	endothelial	LTB	CD40	2.1033144192448e-07	0.03	LTB_CD40				
8521	basal_like_2	endothelial	LTB	CD40	2.57357892365987e-07	0.02	LTB_CD40				
8522	Bcell	endothelial	LTB	CD40	5.13076145097754e-07	0	LTB_CD40				
8523	endothelial	endothelial	LTB	CD40	1.24825313360094e-06	0	LTB_CD40				
8524	luminal_ar	endothelial	LTB	CD40	1.88216496388148e-07	0.03	LTB_CD40				
8525	macrophage	endothelial	LTB	CD40	1.73934904366562e-06	0	LTB_CD40				
8526	mesenchymal	endothelial	LTB	CD40	1.33634214476669e-07	0.03	LTB_CD40				
8527	stroma	endothelial	LTB	CD40	5.57772390067129e-07	0	LTB_CD40				
8528	Tcell	endothelial	LTB	CD40	3.88431096231521e-06	0	LTB_CD40				
8529	basal_like_1	Tcell	LTB	CD40	5.55626062717924e-07	0	LTB_CD40				
8530	basal_like_2	Tcell	LTB	CD40	6.7985432941869e-07	0	LTB_CD40				
8531	Bcell	Tcell	LTB	CD40	1.35537670488498e-06	0	LTB_CD40				
8532	endothelial	Tcell	LTB	CD40	3.29746606487844e-06	0	LTB_CD40				
8533	luminal_ar	Tcell	LTB	CD40	4.97205713356956e-07	0	LTB_CD40				
8534	macrophage	Tcell	LTB	CD40	4.59477302165363e-06	0	LTB_CD40				
8535	mesenchymal	Tcell	LTB	CD40	3.53017414342387e-07	0	LTB_CD40				
8536	stroma	Tcell	LTB	CD40	1.47344922557061e-06	0	LTB_CD40				
8537	Tcell	Tcell	LTB	CD40	1.02610022041925e-05	0	LTB_CD40				
8538	Bcell	basal_like_1	CXCL12	ITGAV	9.60675827792915e-06	0	CXCL12_ITGAV				
8539	endothelial	basal_like_1	CXCL12	ITGAV	1.30904396613239e-05	0	CXCL12_ITGAV				
8540	macrophage	basal_like_1	CXCL12	ITGAV	1.29516277065331e-05	0	CXCL12_ITGAV				
8541	stroma	basal_like_1	CXCL12	ITGAV	1.68695309649065e-05	0	CXCL12_ITGAV				
8542	Tcell	basal_like_1	CXCL12	ITGAV	1.23681919580424e-05	0	CXCL12_ITGAV				
